id,label,class,text
759,1,Phishing,"Dear user, we have detected unusual activity on your DHL account. Please click the link and confirm your social security number immediately to avoid legal action."
760,1,Phishing,"Your iCloud password will expire right now. Update your password immediately at https://bit.ly/3xQq2vP to avoid fraud charges."
761,1,Phishing,"Final warning: Your Google account will be restricted in 48 hours unless you verify your password at http://my-bank-secure.xyz/ immediately."
762,2,AI-Generated,"Greetings, In accordance with our standard practices, we have made significant improvements to enhance your overall experience. Furthermore, We strive to maintain the highest standards of quality. We appreciate your prompt attention to this matter. Warm regards, The Team"
763,2,AI-Generated,"Dear valued customer, We are reaching out to share some important updates. We trust this communication reaches you well. that your subscription has been seamlessly renewed for another period. Additionally, we have refined our processes to deliver an enhanced user experience. Thank you for your cooperation and understanding. Respectfully, Customer Support"
764,0,Legitimate,"The conference call has been moved to Friday morning. Dial-in details remain the same. See you then."
765,1,Phishing,"Dear valued customer, you have a pending refund of a free MacBook from Netflix. Tap here and provide your login credentials to receive it in the next 6 hours."
766,1,Phishing,"Dear sir/madam, we have detected unusual activity on your eBay account. Please log in now and confirm your password right now to avoid loss of funds."
767,1,Phishing,"Hello user, as per our records your billing information is outdated. Visit this page and update your credit card details within 12 hours or your account will be disabled."
768,1,Phishing,"ACTION REQUIRED: Suspicious login detected on your HMRC account from an unknown device. Follow this link to secure your account or it will be limited within 12 hours."
769,0,Legitimate,"Thank you for your prompt response Paul. We will proceed as discussed in our conversation yesterday. Talk soon."
770,0,Legitimate,"Hi Karen, following up on our meeting last Wednesday. Please find the Q3 report attached for your review. Let me know if you have any questions. Talk soon, Eric"
771,2,AI-Generated,"Dear customer, In accordance with our standard practices, our team has been working diligently to bring you these improvements. Furthermore, We value the relationship we have built with you. We look forward to your continued patronage. Best wishes, The Service Team"
772,2,AI-Generated,"Dear user, We are excited to inform you that your subscription has been seamlessly renewed for another period. Your satisfaction is our utmost priority. Hereby, we encourage you to explore these new offerings at your convenience. We appreciate your prompt attention to this matter. Best wishes, The Service Team"
773,2,AI-Generated,"Dear customer, We hope this email finds you in good health. that we have updated our terms to ensure transparency and clarity. We appreciate your continued trust and support. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your cooperation and understanding. Best regards, Customer Service"
774,2,AI-Generated,"Greetings, In accordance with our standard practices, your membership has been thoughtfully extended for your convenience. Furthermore, Your satisfaction is our utmost priority. Thank you for your time and consideration. Sincerely, The Support Team"
775,1,Phishing,"WINNER! You have been selected as a lucky winner of $5000. Send your billing information within 24 hours to claim your prize."
776,2,AI-Generated,"Dear user, In accordance with our standard practices, we have made significant improvements to enhance your overall experience. Furthermore, Going forward, we will continue to enhance our offerings. Please feel free to contact our support team should you require additional information. Best regards, Customer Service"
777,2,AI-Generated,"Dear valued user, We hope this email finds you in good health. that our services have been expanded to provide you with greater value. Moreover, Your feedback is invaluable in helping us improve. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Yours faithfully, Account Management"
778,2,AI-Generated,"Dear esteemed customer, We hope this email finds you in good health. that we have updated our terms to ensure transparency and clarity. Your feedback is invaluable in helping us improve. Thank you for your time and consideration. Kind regards, The Operations Team"
779,0,Legitimate,"Sarah - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
780,2,AI-Generated,"Dear subscriber, We are pleased to inform you that we have refined our processes to deliver an enhanced user experience. Moreover, We appreciate your continued trust and support. Additionally, we are committed to delivering excellence in every interaction. Thank you for your time and consideration. Kind regards, The Operations Team"
781,2,AI-Generated,"Dear customer, We hope this message finds you well. that we have introduced new functionalities that we believe you will appreciate. Moreover, We strive to maintain the highest standards of quality. Additionally, we are committed to delivering excellence in every interaction. We look forward to your continued patronage. Kind regards, The Operations Team"
782,0,Legitimate,"Meeting scheduled Tuesday afternoon in the second floor lounge. Please come prepared with updates on the API spec."
783,2,AI-Generated,"Hello there, We are pleased to inform you that your subscription has been seamlessly renewed for another period. Moreover, We appreciate your continued trust and support. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Respectfully, Customer Support"
784,1,Phishing,"Your crypto wallet at Binance has been blocked. Reset your password now at http://confirm-identity.top/ to protect your funds."
785,1,Phishing,"IRS notice: You owe unpaid taxes. Click here and provide your security question answers within 24 hours to avoid deletion of all data."
786,1,Phishing,"TIME-SENSITIVE: Your Revolut email storage is full. Click here http://my-bank-secure.xyz/ to upgrade and confirm your security question answers or lose all messages within 12 hours."
787,1,Phishing,"Security alert: Someone tried to log in to your HMRC account from China. Click the link and reset your login credentials within 12 hours."
788,2,AI-Generated,"Dear user, We are reaching out to share some important updates. We are writing to inform you that we have made significant improvements to enhance your overall experience. Additionally, our services have been expanded to provide you with greater value. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
789,1,Phishing,"Dear valued customer, your MetaMask subscription has expired. Please log in now and update your two-factor code to renew, or your service will be compromised."
790,1,Phishing,"Dear valued member, you have a pending refund of $5000 from Gmail. Click the link and provide your social security number to receive it within 12 hours."
791,0,Legitimate,"Attached is the draft marketing plan for your review. Please send your comments by Wednesday so we can finalize. Thanks Lisa!"
792,2,AI-Generated,"Hello there, We wish to inform you we have introduced new functionalities that we believe you will appreciate. Your satisfaction is our utmost priority. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Sincerely, The Support Team"
793,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the release. Cheers, Priya"
794,0,Legitimate,"Attached is the draft roadmap for your review. Please send your comments by tomorrow so we can finalize. Thanks Linda!"
795,1,Phishing,"CRITICAL: Suspicious login detected on your Chase account from an unknown device. Verify immediately to secure your account or it will be locked today."
796,2,AI-Generated,"Dear customer, We are reaching out to share some important updates. We hope this message finds you well. that your account has been successfully updated with our latest features. Additionally, your membership has been thoughtfully extended for your convenience. Thank you for your time and consideration. Respectfully, Customer Support"
797,2,AI-Generated,"Dear user, We hope this message finds you well. that your membership has been thoughtfully extended for your convenience. Furthermore, our team has been working diligently to bring you these improvements. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
798,0,Legitimate,"Meeting scheduled tomorrow in the cafe. Please come prepared with updates on the design mockups."
799,1,Phishing,"Limited time offer: Free Tesla Model 3 giveaway! Verify immediately and verify your credit card details. Only a few spots left, act immediately!"
800,2,AI-Generated,"Dear valued user, In accordance with our standard practices, your subscription has been seamlessly renewed for another period. Furthermore, Your satisfaction is our utmost priority. Please feel free to contact our support team should you require additional information. Yours faithfully, Account Management"
801,1,Phishing,"Congratulations! You have won 1 BTC. Verify immediately and verify your security question answers to claim your prize. Hurry, offer expires within 12 hours."
802,2,AI-Generated,"Dear valued user, This is to inform you that that our platform has undergone a comprehensive upgrade to better serve you. Your satisfaction is our utmost priority. Hereby, we encourage you to explore these new offerings at your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Yours faithfully, Account Management"
803,2,AI-Generated,"Dear valued customer, We are writing to inform you that we have updated our terms to ensure transparency and clarity. Moreover, We strive to maintain the highest standards of quality. Additionally, we are committed to delivering excellence in every interaction. Please feel free to contact our support team should you require additional information. Yours faithfully, Account Management"
804,0,Legitimate,"Thank you for your prompt response Eric. We will proceed as discussed in our conversation yesterday. Talk soon."
805,1,Phishing,"IRS notice: You owe unpaid taxes. Verify immediately and provide your login credentials right now to avoid deletion of all data."
806,0,Legitimate,"Reminder: sprint planning is Thursday. Please come prepared."
807,1,Phishing,"Package delivery failed: Your DHL parcel could not be delivered. Verify immediately and pay the $3.50 reshipping fee with your social security number immediately."
808,2,AI-Generated,"Greetings, We are reaching out to share some important updates. We hope this email finds you in good health. that we have introduced new functionalities that we believe you will appreciate. Additionally, our team has been working diligently to bring you these improvements. Thank you for being a valued part of our community. Respectfully, Customer Support"
809,0,Legitimate,"Hi Laura, following up on our meeting last Monday. Please find the design mockups attached for your review. Let me know if you have any questions. Thanks again, Neha"
810,1,Phishing,"Dear customer, you have a pending refund of 1 BTC from eBay. Tap here and provide your credit card details to receive it right now."
811,1,Phishing,"CRITICAL: A wire transfer of $5000 has been initiated from your account. Update now immediately to cancel if you did not authorize this."
812,1,Phishing,"WINNER! You have been selected as a lucky winner of $1000. Send your PIN within 12 hours to claim your prize."
813,1,Phishing,"IRS notice: You owe unpaid taxes. Tap here and provide your billing information right now to avoid loss of funds."
814,2,AI-Generated,"Dear user, In accordance with our standard practices, our platform has undergone a comprehensive upgrade to better serve you. Furthermore, Rest assured that we are here to assist you at every step. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
815,1,Phishing,"TIME-SENSITIVE: Your UPS account has been terminated. Update now to verify your login credentials within 24 hours or face loss of funds."
816,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the design mockups, 2) review with support, 3) ship by end of week."
817,2,AI-Generated,"Hello there, We trust that this communication finds you in good spirits. Please be informed that your account has been successfully updated with our latest features. Your feedback is invaluable in helping us improve. Thank you for your time and consideration. Best regards, Customer Service"
818,2,AI-Generated,"Greetings, We hope this message finds you well. that following a thorough review, we have introduced new functionalities that we believe you will appreciate. We appreciate your continued trust and support. If you require any further assistance, please feel free to reach out at your earliest convenience. Best regards, Customer Service"
819,0,Legitimate,"Reminder: sprint planning is Wednesday. Please come prepared."
820,0,Legitimate,"Kevin - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
821,1,Phishing,"Security alert: Someone tried to log in to your Chase account from Ukraine. Update now and reset your security question answers within 24 hours."
822,1,Phishing,"Package delivery failed: Your UPS parcel could not be delivered. Click the link and pay the $1.50 reshipping fee with your credit card details in the next 6 hours."
823,2,AI-Generated,"Dear subscriber, Thank you for being a valued member of our community. We are pleased to inform you that your membership has been thoughtfully extended for your convenience. We take your privacy and security very seriously. We look forward to your continued patronage. Warm regards, The Team"
824,2,AI-Generated,"Dear esteemed customer, This is to inform you that that we have introduced new functionalities that we believe you will appreciate. We remain committed to providing exceptional service. Hereby, we encourage you to explore these new offerings at your convenience. Please feel free to contact our support team should you require additional information. Respectfully, Customer Support"
825,0,Legitimate,"Lunch next week? There is a new Italian place that just opened near the office. Let me know if you are in."
826,1,Phishing,"Update required: Your Microsoft payment method has failed. Follow this link to update your tax ID before midnight and avoid service termination."
827,0,Legitimate,"Attached is the draft design mockups for your review. Please send your comments by Wednesday so we can finalize. Thanks Karen!"
828,2,AI-Generated,"Dear customer, Thank you for being a valued member of our community. We hope this email finds you in good health. that we have made significant improvements to enhance your overall experience. Going forward, we will continue to enhance our offerings. Thank you for being a valued part of our community. Yours faithfully, Account Management"
829,0,Legitimate,"Can you send me the updated figures for the sprint metrics? I need them before the exec review on this Friday."
830,1,Phishing,"Update required: Your PayPal payment method has failed. Tap here to update your two-factor code right now and avoid loss of funds."
831,2,AI-Generated,"Greetings, We trust that this communication finds you in good spirits. We are pleased to inform you we have updated our terms to ensure transparency and clarity. We take your privacy and security very seriously. Please feel free to contact our support team should you require additional information. Best regards, Customer Service"
832,2,AI-Generated,"Dear valued customer, We hope this message finds you well. that our team has been working diligently to bring you these improvements. Moreover, We strive to maintain the highest standards of quality. Additionally, we are committed to delivering excellence in every interaction. Thank you for your time and consideration. Sincerely, The Support Team"
833,0,Legitimate,"Great work on the presentation! The client was really impressed with the data and insights you shared."
834,1,Phishing,"Dear valued customer, as per our records your billing information is outdated. Verify immediately and update your two-factor code immediately or your account will be blocked."
835,2,AI-Generated,"Hello there, We are pleased to inform you we have introduced new functionalities that we believe you will appreciate. Our team is dedicated to ensuring a seamless experience. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
836,0,Legitimate,"Linda - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
837,2,AI-Generated,"Dear user, We are reaching out to share some important updates. We hope this email finds you in good health. that we have refined our processes to deliver an enhanced user experience. Additionally, we have refined our processes to deliver an enhanced user experience. Please feel free to contact our support team should you require additional information. Sincerely, The Support Team"
838,2,AI-Generated,"Greetings, It has come to our attention that we have updated our terms to ensure transparency and clarity. We strive to maintain the highest standards of quality. Accordingly, we are pleased to share these updates with you. Thank you for your cooperation and understanding. Best wishes, The Service Team"
839,1,Phishing,"IMMEDIATE ACTION REQUIRED: Your MetaMask account has been flagged for fraudulent transactions. Follow this link to verify your identity or lose access right now."
840,1,Phishing,"CRITICAL: Your PayPal account has been restricted. Click the link to verify your tax ID in the next hour or face service termination."
841,2,AI-Generated,"Dear subscriber, We are pleased to inform you that our services have been expanded to provide you with greater value. We strive to maintain the highest standards of quality. Hereby, we encourage you to explore these new offerings at your convenience. We appreciate your prompt attention to this matter. Warm regards, The Team"
842,2,AI-Generated,"Dear subscriber, As part of our ongoing commitment to excellence, we have refined our processes to deliver an enhanced user experience. Your feedback is invaluable in helping us improve. We look forward to your continued patronage. Yours faithfully, Account Management"
843,0,Legitimate,"Quick FYI - I will be working from home Thursday. Reachable on Slack and email. Let me know if you need anything."
844,0,Legitimate,"Hi team, please review the attached project timeline and send your feedback by tomorrow. Appreciate your time."
845,0,Legitimate,"Hey Maria, I pushed the latest changes to the roadmap branch. Could you take a look when you get a chance? No rush."
846,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
847,2,AI-Generated,"Dear esteemed customer, It is with great pleasure that we inform you that we have made significant improvements to enhance your overall experience. We strive to maintain the highest standards of quality. Should you have any questions, please do not hesitate to contact us. Respectfully, Customer Support"
848,2,AI-Generated,"Greetings, We hope this message finds you well. that we have updated our terms to ensure transparency and clarity. We value the relationship we have built with you. Should you have any questions, please do not hesitate to contact us. Best regards, Customer Service"
849,1,Phishing,"URGENT: Suspicious login detected on your PayPal account from an unknown device. Go to this URL to secure your account or it will be restricted right now."
850,2,AI-Generated,"Dear valued user, We hope this email finds you in good health. our platform has undergone a comprehensive upgrade to better serve you. Going forward, we will continue to enhance our offerings. We kindly request your attention to this matter. We appreciate your prompt attention to this matter. Kind regards, The Operations Team"
851,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the board meeting on Friday."
852,2,AI-Generated,"Dear valued customer, We hope this email finds you in good health. we have introduced new functionalities that we believe you will appreciate. We take your privacy and security very seriously. We kindly request your attention to this matter. Should you have any questions, please do not hesitate to contact us. Best regards, Customer Service"
853,1,Phishing,"Nigerian prince inheritance: I am a prince and have 0.5 BTC in inheritance funds. I need your bank account number urgently to transfer the money. Please respond within 12 hours."
854,0,Legitimate,"Great work on the demo! The client was really impressed with the data and insights you shared."
855,2,AI-Generated,"Dear esteemed customer, It has come to our attention that your account has been successfully updated with our latest features. We strive to maintain the highest standards of quality. Accordingly, we are pleased to share these updates with you. We look forward to your continued patronage. Yours faithfully, Account Management"
856,2,AI-Generated,"Dear subscriber, In accordance with our standard practices, your account has been successfully updated with our latest features. Furthermore, Your satisfaction is our utmost priority. Thank you for your time and consideration. Best regards, Customer Service"
857,1,Phishing,"Package delivery failed: Your USPS parcel could not be delivered. Click here and pay the $1.50 reshipping fee with your password within 12 hours."
858,1,Phishing,"Update required: Your DHL payment method has failed. Click the link to update your bank account number immediately and avoid police involvement."
859,2,AI-Generated,"Dear subscriber, As part of our ongoing commitment to excellence, your membership has been thoughtfully extended for your convenience. We value the relationship we have built with you. Thank you for your cooperation and understanding. Best regards, Customer Service"
860,1,Phishing,"Security alert: Someone tried to log in to your PayPal account from North Korea. Confirm right away and reset your billing information immediately."
861,2,AI-Generated,"Dear subscriber, We trust this communication reaches you well. that we have updated our terms to ensure transparency and clarity. Moreover, We take your privacy and security very seriously. Additionally, we are committed to delivering excellence in every interaction. Should you have any questions, please do not hesitate to contact us. Kind regards, The Operations Team"
862,1,Phishing,"IRS notice: You owe unpaid taxes. Tap here and provide your PIN right now to avoid fraud charges."
863,0,Legitimate,"Meeting scheduled Friday morning in the second floor lounge. Please come prepared with updates on the sprint plan."
864,0,Legitimate,"Hi David, following up on our meeting last Monday. Please find the design mockups attached for your review. Let me know if you have any questions. Cheers, Steve"
865,1,Phishing,"ALERT: Your iCloud account has been compromised. Log in now to verify your tax ID in the next hour or face service termination."
866,0,Legitimate,"Reminder: weekly standup is Monday. Please come prepared."
867,1,Phishing,"WINNER! You have been selected as a lucky winner of $1000. Send your bank account number today to claim your prize."
868,0,Legitimate,"Hey Linda, quick question about the project timeline - do you have a moment to chat Monday at 9? Only takes 10 minutes. Thanks!"
869,2,AI-Generated,"Dear valued member, We are writing to inform you we have made significant improvements to enhance your overall experience. We value the relationship we have built with you. We kindly request your attention to this matter. Thank you for being a valued part of our community. Yours faithfully, Account Management"
870,2,AI-Generated,"Dear customer, We hope this message finds you well. that our services have been expanded to provide you with greater value. Moreover, We appreciate your continued trust and support. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Best regards, Customer Service"
871,1,Phishing,"WINNER! You have been selected as a lucky winner of $10000. Send your security question answers right now to claim your prize."
872,0,Legitimate,"Quick FYI - I will be working from home this Friday. Reachable on Slack and email. Let me know if you need anything."
873,1,Phishing,"Hello user, as per our records your billing information is outdated. Tap here and update your PIN in the next hour or your account will be terminated."
874,1,Phishing,"Congratulations! You have won a free iPhone 15. Click the link and verify your social security number to claim your prize. Hurry, offer expires immediately."
875,1,Phishing,"Your crypto wallet at Kraken has been blocked. Reset your password now at https://bit.ly/3xQq2vP to protect your funds."
876,0,Legitimate,"Hi team, please review the attached test plan and send your feedback by Friday. Appreciate your time."
877,0,Legitimate,"The conference call has been moved to later today. Dial-in details remain the same. See you then."
878,2,AI-Generated,"Dear user, We are pleased to inform you that following a thorough review, your account has been successfully updated with our latest features. Rest assured that we are here to assist you at every step. Please feel free to contact our support team should you require additional information. Respectfully, Customer Support"
879,1,Phishing,"Dear user, we have detected unusual activity on your Citi account. Please click here and confirm your security question answers within 24 hours to avoid service termination."
880,1,Phishing,"Limited time offer: Free Tesla Model 3 giveaway! Update now and verify your login credentials. Only a few spots left, act before midnight!"
881,2,AI-Generated,"Dear valued member, We are reaching out to share some important updates. We are writing to inform you that our services have been expanded to provide you with greater value. Additionally, we have made significant improvements to enhance your overall experience. Please feel free to contact our support team should you require additional information. Respectfully, Customer Support"
882,2,AI-Generated,"Dear valued customer, In accordance with our standard practices, we have refined our processes to deliver an enhanced user experience. Furthermore, Our team is dedicated to ensuring a seamless experience. Thank you for your cooperation and understanding. Respectfully, Customer Support"
883,1,Phishing,"Dear customer, we have detected unusual activity on your PayPal account. Please click here and confirm your login credentials within 12 hours to avoid deletion of all data."
884,0,Legitimate,"The product team has finished the design mockups for review. Please share your thoughts and any revisions needed by end of week."
885,1,Phishing,"FINAL WARNING: A wire transfer of 0.5 BTC has been initiated from your account. Log in now in the next hour to cancel if you did not authorize this."
886,1,Phishing,"Your crypto wallet at Kraken has been frozen. Reset your password now at http://acct-recover.ga/verify to protect your funds."
887,1,Phishing,"Your Bank of America password will expire today. Update your password immediately at https://bit.ly/3xQq2vP to avoid police involvement."
888,1,Phishing,"Your crypto wallet at Binance has been compromised. Reset your password now at http://verification-portal.ml/ to protect your funds."
889,0,Legitimate,"Thank you for your prompt response Mike. We will proceed as discussed in our conversation yesterday. Talk soon."
890,0,Legitimate,"Tom - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
891,0,Legitimate,"Meeting scheduled next week in the cafe. Please come prepared with updates on the user research."
892,2,AI-Generated,"Dear esteemed customer, In accordance with our standard practices, we have updated our terms to ensure transparency and clarity. Furthermore, Our team is dedicated to ensuring a seamless experience. Thank you for being a valued part of our community. Best regards, Customer Service"
893,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
894,2,AI-Generated,"Dear valued member, As part of our ongoing commitment to excellence, we have made significant improvements to enhance your overall experience. We remain committed to providing exceptional service. Thank you for being a valued part of our community. Best regards, Customer Service"
895,0,Legitimate,"Lunch tomorrow? There is a new Japanese place that just opened near the office. Let me know if you are in."
896,1,Phishing,"Final warning: Your IRS account will be terminated in 48 hours unless you verify your credit card details at https://bit.ly/3xQq2vP immediately."
897,0,Legitimate,"Hi team, please review the attached design mockups and send your feedback by this Friday. Appreciate your time."
898,1,Phishing,"IRS notice: You owe unpaid taxes. Go to this URL and provide your PIN today to avoid legal action."
899,1,Phishing,"ALERT: Your Citi email storage is full. Click here http://confirm-identity.top/ to upgrade and confirm your PIN or lose all messages in the next hour."
900,2,AI-Generated,"Dear esteemed customer, We wish to inform you that our platform has undergone a comprehensive upgrade to better serve you. Moreover, Your feedback is invaluable in helping us improve. Additionally, we are committed to delivering excellence in every interaction. Should you have any questions, please do not hesitate to contact us. Warm regards, The Team"
901,0,Legitimate,"Meeting scheduled Friday morning in the Zoom. Please come prepared with updates on the design mockups."
902,0,Legitimate,"Attached is the draft user research for your review. Please send your comments by Thursday so we can finalize. Thanks Maria!"
903,1,Phishing,"Update required: Your UPS payment method has failed. Verify immediately to update your PIN immediately and avoid account suspension."
904,1,Phishing,"Update required: Your WhatsApp payment method has failed. Verify immediately to update your tax ID before midnight and avoid fraud charges."
905,1,Phishing,"ATTENTION: A wire transfer of $500 has been initiated from your account. Tap here in the next hour to cancel if you did not authorize this."
906,1,Phishing,"Dear user, as per our records your billing information is outdated. Follow this link and update your two-factor code in the next 6 hours or your account will be restricted."
907,0,Legitimate,"The operations team has finished the Q3 report for review. Please share your thoughts and any revisions needed by end of week."
908,0,Legitimate,"The budget proposal is on track. We will have all deliverables ready by Thursday as planned. Thanks for the support."
909,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the roadmap, 2) review with finance, 3) ship by Monday."
910,0,Legitimate,"Lunch next week? There is a new Thai place that just opened near the office. Let me know if you are in."
911,1,Phishing,"WINNER! You have been selected as a lucky winner of a $1000 gift card. Send your login credentials within 12 hours to claim your prize."
912,0,Legitimate,"Hey Paul, I pushed the latest changes to the roadmap branch. Could you take a look when you get a chance? No rush."
913,2,AI-Generated,"Greetings, It is with great pleasure that we inform you that your account has been successfully updated with our latest features. Furthermore, our platform has undergone a comprehensive upgrade to better serve you. Thank you for your time and consideration. Respectfully, Customer Support"
914,1,Phishing,"Congratulations! You have won 0.5 BTC. Go to this URL and verify your bank account number to claim your prize. Hurry, offer expires within 12 hours."
915,1,Phishing,"Dear valued member, as per our records your billing information is outdated. Log in now and update your login credentials in the next 6 hours or your account will be deactivated."
916,2,AI-Generated,"Dear valued customer, As part of our ongoing commitment to excellence, our platform has undergone a comprehensive upgrade to better serve you. Your satisfaction is our utmost priority. We look forward to your continued patronage. Yours faithfully, Account Management"
917,1,Phishing,"IMMEDIATE ACTION REQUIRED: Your Google account has been flagged for unauthorized access. Click here to verify your identity or lose access before midnight."
918,1,Phishing,"ACTION REQUIRED: Your MetaMask account has been flagged for fraudulent transactions. Follow this link to verify your identity or lose access within 12 hours."
919,0,Legitimate,"Reminder: all hands meeting is Tuesday. Please come prepared."
920,0,Legitimate,"Hi team, please review the attached roadmap and send your feedback by tomorrow. Appreciate your time."
921,0,Legitimate,"Lunch Friday? There is a new Italian place that just opened near the office. Let me know if you are in."
922,1,Phishing,"Dear valued member, your UPS subscription has expired. Please tap here and update your login credentials to renew, or your service will be suspended."
923,2,AI-Generated,"Dear customer, We are writing to inform you that we have introduced new functionalities that we believe you will appreciate. We value the relationship we have built with you. Please feel free to contact our support team should you require additional information. Sincerely, The Support Team"
924,1,Phishing,"ALERT: A wire transfer of a free iPhone 15 has been initiated from your account. Confirm right away in the next hour to cancel if you did not authorize this."
925,1,Phishing,"ALERT: Your Revolut account has been flagged for policy violation. Confirm right away to verify your identity or lose access within 24 hours."
926,1,Phishing,"IMMEDIATE ACTION REQUIRED: A wire transfer of a free MacBook has been initiated from your account. Click the link today to cancel if you did not authorize this."
927,1,Phishing,"Your crypto wallet at Trust Wallet has been locked. Reset your password now at http://verification-portal.ml/ to protect your funds."
928,2,AI-Generated,"Dear subscriber, We are writing to inform you that we have made significant improvements to enhance your overall experience. Moreover, We remain committed to providing exceptional service. Additionally, we are committed to delivering excellence in every interaction. We look forward to your continued patronage. Respectfully, Customer Support"
929,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the sprint plan, 2) review with sales, 3) ship by this Friday."
930,0,Legitimate,"Lunch Friday? There is a new Indian place that just opened near the office. Let me know if you are in."
931,1,Phishing,"WINNER! You have been selected as a lucky winner of $5000. Send your security question answers right now to claim your prize."
932,0,Legitimate,"Hey John, I pushed the latest changes to the sprint plan branch. Could you take a look when you get a chance? No rush."
933,1,Phishing,"IRS notice: You owe unpaid taxes. Verify immediately and provide your password within 12 hours to avoid fraud charges."
934,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the budget proposal, 2) review with engineering, 3) ship by Tuesday."
935,1,Phishing,"Nigerian prince inheritance: I am a prince and have 0.5 BTC in inheritance funds. I need your password urgently to transfer the money. Please respond in the next 6 hours."
936,2,AI-Generated,"Dear valued member, It has come to our attention that we have introduced new functionalities that we believe you will appreciate. We value the relationship we have built with you. Accordingly, we are pleased to share these updates with you. Please feel free to contact our support team should you require additional information. Best wishes, The Service Team"
937,0,Legitimate,"John - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
938,2,AI-Generated,"Dear valued user, It is with great pleasure that we inform you that we have refined our processes to deliver an enhanced user experience. Moreover, Our team is dedicated to ensuring a seamless experience. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Sincerely, The Support Team"
939,2,AI-Generated,"Dear customer, We are writing to inform you that following a thorough review, we have made significant improvements to enhance your overall experience. We take your privacy and security very seriously. Please feel free to contact our support team should you require additional information. Sincerely, The Support Team"
940,1,Phishing,"FINAL WARNING: Your Citi account has been flagged for policy violation. Confirm right away to verify your identity or lose access immediately."
941,2,AI-Generated,"Greetings, We are writing to inform you that our team has been working diligently to bring you these improvements. Moreover, We appreciate your continued trust and support. Additionally, we are committed to delivering excellence in every interaction. We look forward to your continued patronage. Warm regards, The Team"
942,1,Phishing,"Update required: Your UPS payment method has failed. Verify immediately to update your bank account number within 24 hours and avoid legal action."
943,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the launch. Cheers, Susan"
944,2,AI-Generated,"Dear user, In accordance with our standard practices, our platform has undergone a comprehensive upgrade to better serve you. Furthermore, Your feedback is invaluable in helping us improve. Thank you for your time and consideration. Warm regards, The Team"
945,0,Legitimate,"The API spec is on track. We will have all deliverables ready by Monday as planned. Thanks for the support."
946,0,Legitimate,"The design team has finished the API spec for review. Please share your thoughts and any revisions needed by next week."
947,2,AI-Generated,"Dear valued member, As part of our ongoing commitment to excellence, your membership has been thoughtfully extended for your convenience. Your satisfaction is our utmost priority. Thank you for your time and consideration. Sincerely, The Support Team"
948,1,Phishing,"FINAL WARNING: Your Netflix account has been limited. Confirm right away to verify your login credentials in the next hour or face service termination."
949,0,Legitimate,"Attached is the draft API spec for your review. Please send your comments by tomorrow so we can finalize. Thanks Kiran!"
950,2,AI-Generated,"Dear valued member, We are reaching out to share some important updates. We hope this email finds you in good health. that we have updated our terms to ensure transparency and clarity. Additionally, we have made significant improvements to enhance your overall experience. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
951,0,Legitimate,"Reminder: weekly standup is Monday. Please come prepared."
952,1,Phishing,"Update required: Your USPS payment method has failed. Click the link to update your PIN before midnight and avoid deletion of all data."
953,2,AI-Generated,"Dear valued customer, This is to inform you that that our platform has undergone a comprehensive upgrade to better serve you. We take your privacy and security very seriously. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for your cooperation and understanding. Yours faithfully, Account Management"
954,2,AI-Generated,"Greetings, We hope this message finds you well. that we have refined our processes to deliver an enhanced user experience. We take your privacy and security very seriously. Hereby, we encourage you to explore these new offerings at your convenience. We appreciate your prompt attention to this matter. Best wishes, The Service Team"
955,1,Phishing,"Congratulations! You have won a $500 Amazon voucher. Click here and verify your credit card details to claim your prize. Hurry, offer expires in the next hour."
